ArticleID,RatioID,PubMedID,Title,Affiliation,PubYear,PrimAuthLastName,PrimAuthFirstName,PrimAuthFMInitials,DisplayRatio,ComparatorID,InterventionPhrase,ComparatorPhrase,CI_ICER,CI_ICERText,RatioUncertainty,IncrementalAnalysisCorrect,IncrementalAnalysisRecalculated,Rating,RatingUncertainty,Country,SuperRegion_SubSaharanAfrica,SuperRegion_SoutheastAsiaOceania,SuperRegion_SouthAsia,SuperRegion_NorthAfricaMidEast,SuperRegion_HighIncome,SuperRegion_EuropeCentralAsia,SuperRegion_LatinAmerica,SuperRegion_NA,SuperRegion_Multiple,WBIncome_High,WBIncome_UpperMiddle,WBIncome_LowerMiddle,WBIncome_Low
2008-01-01784,2008-01-01784-06,18550229,"Health and economic outcomes of HPV 16,18 vaccination in 72 GAVI-eligible countries.","Program in Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, 718 Huntington Avenue, Boston, MA 02115, USA. sue.goldie@harvard.edu",2008,Goldie,Sue J,SJ,63,3,"HPV 16, 18 vaccination",None,0.0,,"Discount rate, per dose cost, cancer incidence, ratio deaths/caes, cancer costs, access to care",0,0,5.5,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-01-00773,2013-01-00773-02,24223524,Antenatal Syphilis screening using point-of-care testing in Sub-Saharan African countries: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere College of Health Sciences, Kampala, Uganda ; Pfizer, New York, New York, United States of America.",2013,Kuznik,Andreas,A,11,3,Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,None,1.0, $10/DALY averted ($5-$45),"ICS Specificity 91% ICER=$15, Nurses Wages Increased 25% ICER= $11, Penicillin Efficacy in Reducing Neonatal Deat, RR=0.82 ICER= $12, Penicillin Efficacy in Reducing congential syphilis RR=0.57, ICER= $11.",1,0,6.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-02395,2016-01-02395-08,27027633,Cost-Effectiveness of Antivenoms for Snakebite Envenoming in 16 Countries in West Africa.,"College of Health of Sciences, Bayero University, Kano, Nigeria.",2016,Hamza,Muhammad,,86,2,Antivenom for snakebite,Standard/Usual Care,1.0,36.41-240.09,,0,0,5.5,0,Multiple Countries,1,0,0,0,0,0,0,0,1,0,0,1,1
2014-01-02222,2014-01-02222-16,24969782,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries.,"Health Strategies International, Oakland, California, USA.",2014,Marseille,Elliot,E,97,3,"Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution)",None,0.0,,,1,0,5.0,0,Zimbabwe,1,1,1,1,1,1,1,0,1,0,1,1,1
2013-01-00835,2013-01-00835-03,23912819,Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?,"Department of Global Health, University of Washington, , Seattle, Washington, USA.",2013,Verguet,Stéphane,S,33000,2,Pre-exposure prophylaxis (PrEP) for reducing HIV transmission,"Standard/Usual Care- pre-existing male circumcision levels, antiretroviral therapy (ART) & codom use",1.0,17200 to 65200,,1,0,4.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-03707,2017-01-03707-01,29190699,"Cost-effectiveness of expanding childhood routine immunization against Neisseria  meningitidis serogroups C, W and Y with a quadrivalent conjugate vaccine in the African meningitis belt.","Regeneron Pharmaceuticals, Tarrytown, NY, United States of America.",2017,Kuznik,Andreas,A,670,2,Quadrivalent conjugate meningococcal vaccine,Standard/Usual Care- Conjugate serogroup A meningococcal vaccine,1.0,"($327-$1,117",,0,0,5.0,0,Multiple Countries,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-01-01121,2012-01-01121-04,22558089,Obstructed labor and caesarean delivery: the cost and benefit of surgical intervention.,"Department of Otology and Laryngology, Harvard Medical School, Boston, Massachusetts, United States of America.",2012,Alkire,Blake C,BC,320,2,Cesarean Delivery following obstructed labor,Standard/Usual Care,0.0,,,1,0,4.0,1,Zambia,1,1,1,1,0,1,1,0,1,1,1,1,1
2015-01-01849,2015-01-01849-02,26300696,Cost-effectiveness analysis of routine immunization and supplementary immunization activity for measles in a health district of Benin.,"Health District of Natitingou, Ministry of Health, BP 170, Natitingou, Benin.",2015,Kaucley,Landry,,3,3,Routine immunization for measles at 9 months + supplementary immunization activity every 3 years to children aged 0-5 years,None,0.0,,,0,0,6.0,0,Benin,1,0,0,0,0,0,0,0,0,0,0,0,1
2015-01-01849,2015-01-01849-01,26300696,Cost-effectiveness analysis of routine immunization and supplementary immunization activity for measles in a health district of Benin.,"Health District of Natitingou, Ministry of Health, BP 170, Natitingou, Benin.",2015,Kaucley,Landry,,2,3,"Routine immunization for measles, first dose at 9 months",None,0.0,,,0,0,6.0,0,Benin,1,0,0,0,0,0,0,0,0,0,0,0,1
2017-01-02871,2017-01-02871-10,28400955,Cost-effectiveness analysis of revised WHO guidelines for management of childhood pneumonia in 74 Countdown countries.,"Usher Institute of Population Health Sciences and Informatics, University ofEdinburgh, Edinburgh, UK; Department of Preventive Dentistry, Peking UniversitySchool and Hospital of Stomatology, Beijing, China.",2017,Zhang,Shanshan,,18,3,Childhood pneumonia management according to 2013 World Health Organization Guidelines,None,0.0,,,1,0,5.5,0,Multiple Countries,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-01-01317,2011-01-01317-02,21679420,Comparative evaluation of the potential impact of rotavirus versus HPV vaccination in GAVI-eligible countries: a preliminary analysis focused on the relative disease burden.,"Center for Health Decision Science, Harvard School of Public Health, Boston, MA, USA.",2011,Kim,Sun-Young,SY,51,3,Rotavirus vaccine,None,0.0,,,1,0,6.5,0,Zimbabwe,1,1,1,1,0,1,1,0,1,0,1,1,1
2016-01-02819,2016-01-02819-02,27461265,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere University College of Health Sciences,Kampala, Uganda.",2016,Kuznik,Andreas,A,160,3,Sickle cell disease screening using isoelectric focusing (IEF),None,1.0,120-390,,1,0,6.0,0,Multiple Countries,1,0,0,0,0,0,0,0,0,0,1,1,1
2014-01-02189,2014-01-02189-17,25103394,Cost-effectiveness of female human papillomavirus vaccination in 179 countries: a PRIME modelling study.,"Department of Infectious Disease Epidemiology, London School of Hygiene &Tropical Medicine, London, UK; Modelling and Economics Unit, Public HealthEngland, London, UK.",2014,Jit,Mark,M,420,3,Human papillomavirus (HPV) vaccination,None,0.0,,,0,0,7.0,0,Multiple Countries,0,0,0,1,0,1,0,0,1,0,1,0,1
2015-01-01849,2015-01-01849-03,26300696,Cost-effectiveness analysis of routine immunization and supplementary immunization activity for measles in a health district of Benin.,"Health District of Natitingou, Ministry of Health, BP 170, Natitingou, Benin.",2015,Kaucley,Landry,,5,3,Supplementary immunization activity for measles vaccine every 3 years,None,0.0,,,0,0,6.0,0,Benin,1,0,0,0,0,0,0,0,0,0,0,0,1
2013-01-00744,2013-01-00744-02,24331749,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa.,"Center for Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, Boston, MA, USA. Electronic address: jkim@hsph.harvard.edu.",2013,Kim,Jane J,JJ,Cost-Saving,3,HPV16/18 vaccination,None,0.0,,,0,0,5.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-02961,2017-01-02961-19,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,150,3,Policy intervention to reduce sodium consumption by 10%,None,1.0,$101.92 - $234.17,,1,0,5.0,0,Multiple Countries,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-01-01517,2010-01-01517-02,20470426,Health and economic impact of rotavirus vaccination in GAVI-eligible countries.,"Center for Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, Boston, MA, USA. sykim@hsph.harvard.edu",2010,Kim,Sun-Young,SY,140,3,Rotavirus vaccination program,None,0.0,,,1,0,6.0,0,Zimbabwe,1,1,1,1,0,1,1,0,1,0,1,1,1
2017-01-02871,2017-01-02871-09,28400955,Cost-effectiveness analysis of revised WHO guidelines for management of childhood pneumonia in 74 Countdown countries.,"Usher Institute of Population Health Sciences and Informatics, University ofEdinburgh, Edinburgh, UK; Department of Preventive Dentistry, Peking UniversitySchool and Hospital of Stomatology, Beijing, China.",2017,Zhang,Shanshan,,27,3,Childhood pneumonia management according to 2005 World Health Organization Guidelines,None,0.0,,,1,0,5.5,0,Multiple Countries,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-01-01317,2011-01-01317-74,21679420,Comparative evaluation of the potential impact of rotavirus versus HPV vaccination in GAVI-eligible countries: a preliminary analysis focused on the relative disease burden.,"Center for Health Decision Science, Harvard School of Public Health, Boston, MA, USA.",2011,Kim,Sun-Young,SY,58,3,Human papillomavirus (HPV) vaccine,None,0.0,,,1,0,6.5,0,Zimbabwe,1,1,1,1,0,1,1,0,1,0,1,1,1
2017-01-03715,2017-01-03715-02,29161259,"The US President's Malaria Initiative, Plasmodium falciparum transmission and mortality: A modelling study.",,2017,Winskill,Peter,,90,3,The President’s Malaria Initiative (PMI),None,1.0,"44, 147",,1,0,3.0,1,Multiple Countries,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-01-01317,2011-01-01317-62,21679420,Comparative evaluation of the potential impact of rotavirus versus HPV vaccination in GAVI-eligible countries: a preliminary analysis focused on the relative disease burden.,"Center for Health Decision Science, Harvard School of Public Health, Boston, MA, USA.",2011,Kim,Sun-Young,SY,73,3,Rotavirus vaccine,None,0.0,,,1,0,6.5,0,Zimbabwe,1,1,1,1,0,1,1,0,1,0,1,1,1
2011-01-01317,2011-01-01317-134,21679420,Comparative evaluation of the potential impact of rotavirus versus HPV vaccination in GAVI-eligible countries: a preliminary analysis focused on the relative disease burden.,"Center for Health Decision Science, Harvard School of Public Health, Boston, MA, USA.",2011,Kim,Sun-Young,SY,59,3,Human papillomavirus (HPV) vaccine,None,0.0,,,1,0,6.5,0,Zimbabwe,1,1,1,1,0,1,1,0,1,0,1,1,1
1998-01-02510,1998-01-02510-04,9781750,An assessment of the value of Haemophilus influenzae type b conjugate vaccine in  Asia.,"Children's Vaccine Initiative, World Health Organization, Geneva, Switzerland.",1998,Miller,M A,,47,3,"Haemophilus influenzae type B (HiB) vaccinations program: administered at months 3, 4 and 5 after birth",None,0.0,,,0,0,5.0,1,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2008-01-01784,2008-01-01784-67,18550229,"Health and economic outcomes of HPV 16,18 vaccination in 72 GAVI-eligible countries.","Program in Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, 718 Huntington Avenue, Boston, MA 02115, USA. sue.goldie@harvard.edu",2008,Goldie,Sue J,SJ,75,3,"HPV 16, 18 vaccination",None,0.0,,"Discount rate, per dose cost, cancer incidence, ratio deaths/caes, cancer costs, access to care",0,0,5.5,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-01-02961,2017-01-02961-20,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,690,3,Policy intervention to reduce sodium consumption by 10%,None,1.0,"$490.05 - $1,069.95",,1,0,5.0,0,Multiple Countries,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-01-02189,2014-01-02189-18,25103394,Cost-effectiveness of female human papillomavirus vaccination in 179 countries: a PRIME modelling study.,"Department of Infectious Disease Epidemiology, London School of Hygiene &Tropical Medicine, London, UK; Modelling and Economics Unit, Public HealthEngland, London, UK.",2014,Jit,Mark,M,1200,3,Human papillomavirus (HPV) vaccination,None,0.0,,,0,0,7.0,0,Multiple Countries,0,0,0,1,0,1,0,0,1,0,1,0,1
2010-01-01517,2010-01-01517-62,20470426,Health and economic impact of rotavirus vaccination in GAVI-eligible countries.,"Center for Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, Boston, MA, USA. sykim@hsph.harvard.edu",2010,Kim,Sun-Young,SY,220,3,Rotavirus vaccination program,None,0.0,,,1,0,6.0,0,Zimbabwe,1,1,1,1,0,1,1,0,1,0,1,1,1
2008-01-01740,2008-01-01740-17,18945411,Mathematical models of cervical cancer prevention in the Asia Pacific region.,"Program in Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, Boston, MA, USA. sue_goldie@harvard.edu",2008,Goldie,Sue J,SJ,75,3,Human papilloma virus 16/18 vaccination,None,0.0,,,0,0,6.0,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-01-02871,2017-01-02871-12,28400955,Cost-effectiveness analysis of revised WHO guidelines for management of childhood pneumonia in 74 Countdown countries.,"Usher Institute of Population Health Sciences and Informatics, University ofEdinburgh, Edinburgh, UK; Department of Preventive Dentistry, Peking UniversitySchool and Hospital of Stomatology, Beijing, China.",2017,Zhang,Shanshan,,8,3,Childhood pneumonia management according to 2013 World Health Organization Guidelines,None,0.0,,,1,0,5.5,0,Multiple Countries,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-01-02189,2014-01-02189-19,25103394,Cost-effectiveness of female human papillomavirus vaccination in 179 countries: a PRIME modelling study.,"Department of Infectious Disease Epidemiology, London School of Hygiene &Tropical Medicine, London, UK; Modelling and Economics Unit, Public HealthEngland, London, UK.",2014,Jit,Mark,M,260,3,Human papillomavirus (HPV) vaccination,None,0.0,,,0,0,7.0,0,Multiple Countries,0,0,0,1,0,1,0,0,1,0,1,0,1
2017-01-02961,2017-01-02961-21,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,260,3,Policy intervention to reduce sodium consumption by 10%,None,1.0,$182.56 - $400.50,,1,0,5.0,0,Multiple Countries,0,0,0,0,0,0,0,1,0,0,0,0,0
2009-01-01512,2009-01-01512-91,20496620,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries.","HarvestPlus, International Food Policy Research Institute, 2033 K Street NW, Washington DC 20006, USA. J.Fielder@cgiar.org",2009,Fiedler,John L,JL,780,3,Sugar fortification (consists of vitamin A),None,0.0,,,0,0,3.0,1,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-01-02871,2017-01-02871-11,28400955,Cost-effectiveness analysis of revised WHO guidelines for management of childhood pneumonia in 74 Countdown countries.,"Usher Institute of Population Health Sciences and Informatics, University ofEdinburgh, Edinburgh, UK; Department of Preventive Dentistry, Peking UniversitySchool and Hospital of Stomatology, Beijing, China.",2017,Zhang,Shanshan,,25,3,Childhood pneumonia management according to 2005 World Health Organization Guidelines,None,0.0,,,1,0,5.5,0,Multiple Countries,0,0,0,0,0,0,0,1,0,0,0,0,0
2008-01-01735,2008-01-01735-17,18945403,Mathematical models of cervical cancer prevention in Latin America and the Caribbean.,"Program in Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, Boston, MA, USA. sue_goldie@harvard.edu",2008,Goldie,Sue J,SJ,300,2,Human papilloma virus 16/18 vaccination,Standard/Usual Care,0.0,,,0,0,6.0,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2008-01-01784,2008-01-01784-52,18550229,"Health and economic outcomes of HPV 16,18 vaccination in 72 GAVI-eligible countries.","Program in Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, 718 Huntington Avenue, Boston, MA 02115, USA. sue.goldie@harvard.edu",2008,Goldie,Sue J,SJ,75,3,"HPV 16, 18 vaccination",None,0.0,,"Discount rate, per dose cost, cancer incidence, ratio deaths/caes, cancer costs, access to care",0,0,5.5,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-02222,2014-01-02222-59,24969782,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries.,"Health Strategies International, Oakland, California, USA.",2014,Marseille,Elliot,E,2500,3,"Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution)",None,0.0,,,1,0,5.0,0,Zimbabwe,1,1,1,1,1,1,1,0,1,0,1,1,1
2009-01-01512,2009-01-01512-54,20496620,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries.","HarvestPlus, International Food Policy Research Institute, 2033 K Street NW, Washington DC 20006, USA. J.Fielder@cgiar.org",2009,Fiedler,John L,JL,230,3,Vegetable oil fortification (consists of vitamin A),None,0.0,,,0,0,3.0,1,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-01-01317,2011-01-01317-40,21679420,Comparative evaluation of the potential impact of rotavirus versus HPV vaccination in GAVI-eligible countries: a preliminary analysis focused on the relative disease burden.,"Center for Health Decision Science, Harvard School of Public Health, Boston, MA, USA.",2011,Kim,Sun-Young,SY,120,3,Rotavirus vaccine,None,0.0,,,1,0,6.5,0,Zimbabwe,1,1,1,1,0,1,1,0,1,0,1,1,1
2010-01-01517,2010-01-01517-40,20470426,Health and economic impact of rotavirus vaccination in GAVI-eligible countries.,"Center for Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, Boston, MA, USA. sykim@hsph.harvard.edu",2010,Kim,Sun-Young,SY,310,3,Rotavirus vaccination program,None,0.0,,,1,0,6.0,0,Zimbabwe,1,1,1,1,0,1,1,0,1,0,1,1,1
